id,name,protein,dietary_fiber,sugar,category_id
292,＜鳥肉類＞　にわとり　［若どり・副品目］　ささみ　フライ,26.8,0,0,1
293,＜鳥肉類＞　にわとり　［若どり・副品目］　ささみ　天ぷら,25.7,0,0,1
294,＜鳥肉類＞　にわとり　［二次品目］　ひき肉　生,17.5,0,0,1
295,＜鳥肉類＞　にわとり　［二次品目］　ひき肉　焼き,27.5,0,0,1
296,＜鳥肉類＞　にわとり　［副品目］　心臓　生,14.5,0,0,1
297,＜鳥肉類＞　にわとり　［副品目］　肝臓　生,18.9,0,0.6,1
298,＜鳥肉類＞　にわとり　［副品目］　すなぎも　生,18.3,0,0,1
299,＜鳥肉類＞　にわとり　［副品目］　皮　むね　生,9.4,0,0,1
300,＜鳥肉類＞　にわとり　［副品目］　皮　もも　生,6.6,0,0,1
301,＜鳥肉類＞　にわとり　［副品目］　なんこつ（胸肉）　生,12.5,0,0.4,1
302,＜鳥肉類＞　にわとり　［その他］　焼き鳥缶詰,18.4,0,8.2,1
303,＜鳥肉類＞　にわとり　［その他］　チキンナゲット,15.5,1.2,13.7,1
304,＜鳥肉類＞　にわとり　［その他］　つくね,15.2,1.9,7.4,1
305,＜鳥肉類＞　はと　肉　皮なし　生,21.8,0,0.3,1
306,＜鳥肉類＞　ほろほろちょう　肉　皮なし　生,22.5,0,0.2,1
307,＜その他＞　いなご　つくだ煮,26.3,0,32.3,1
308,＜その他＞　かえる　肉　生,22.3,0,0.3,1
309,＜その他＞　すっぽん　肉　生,16.4,0,0.5,1
310,＜その他＞　はち　はちの子缶詰,16.2,0,30.2,1
311,＜魚類＞　あいなめ　生,19.1,0,0.1,2
312,＜魚類＞　あこうだい　生,16.8,0,0.1,2
313,＜魚類＞　（あじ類）　まあじ　皮つき　生,19.7,0,0.1,2
314,＜魚類＞　（あじ類）　まあじ　皮なし　生,19.7,0,0.2,2
315,＜魚類＞　（あじ類）　まあじ　皮つき　水煮,22.4,0,0.1,2
316,＜魚類＞　（あじ類）　まあじ　皮つき　焼き,25.9,0,0.1,2
317,＜魚類＞　（あじ類）　まあじ　皮つき　フライ,20.1,0,0,2
318,＜魚類＞　（あじ類）　まあじ　開き干し　生,20.2,0,0.1,2
319,＜魚類＞　（あじ類）　まあじ　開き干し　焼き,24.6,0,0.1,2
320,＜魚類＞　（あじ類）　まあじ　小型　骨付き　生,17.8,0,0.1,2
321,＜魚類＞　（あじ類）　まあじ　小型　骨付き　から揚げ,24.0,0,0,2
322,＜魚類＞　（あじ類）　まるあじ　生,22.1,0,0.2,2
323,＜魚類＞　（あじ類）　まるあじ　焼き,28.7,0,0.2,2
324,＜魚類＞　（あじ類）　にしまあじ　生,19.6,0,0.1,2
325,＜魚類＞　（あじ類）　にしまあじ　水煮,21.7,0,0.1,2
326,＜魚類＞　（あじ類）　にしまあじ　焼き,24.7,0,0.1,2
327,＜魚類＞　（あじ類）　むろあじ　生,23.6,0,0.4,2
328,＜魚類＞　（あじ類）　むろあじ　焼き,29.7,0,0.6,2
329,＜魚類＞　（あじ類）　むろあじ　開き干し,22.9,0,0.1,2
330,＜魚類＞　（あじ類）　むろあじ　くさや,49.9,0,0.3,2
331,＜魚類＞　あなご　生,17.3,0,0,2
332,＜魚類＞　あなご　蒸し,17.6,0,0,2
333,＜魚類＞　あまご　養殖　生,18.3,0,0.1,2
334,＜魚類＞　あまだい　生,18.8,0,0,2
335,＜魚類＞　あまだい　水煮,20.7,0,0,2
336,＜魚類＞　あまだい　焼き,22.5,0,0,2
337,＜魚類＞　あゆ　天然　生,18.3,0,0.1,2
338,＜魚類＞　あゆ　天然　焼き,26.6,0,0.1,2
339,＜魚類＞　あゆ　天然　内臓　生,9.5,0,0.3,2
340,＜魚類＞　あゆ　天然　内臓　焼き,23.0,0,0.4,2
341,＜魚類＞　あゆ　養殖　生,17.8,0,0.6,2
342,＜魚類＞　あゆ　養殖　焼き,22.6,0,0.8,2
343,＜魚類＞　あゆ　養殖　内臓　生,7.4,0,0.3,2
344,＜魚類＞　あゆ　養殖　内臓　焼き,15.2,0,0.4,2
345,＜魚類＞　あゆ　うるか,11.4,0,1.8,2
346,＜魚類＞　アラスカめぬけ　生,17.2,0,0.1,2
347,＜魚類＞　あんこう　生,13.0,0,0.3,2
348,＜魚類＞　あんこう　きも　生,10.0,0,2.2,2
349,＜魚類＞　いかなご　生,17.2,0,0.1,2
350,＜魚類＞　いかなご　煮干し,43.1,0,1.5,2
351,＜魚類＞　いかなご　つくだ煮,29.4,0,30.7,2
352,＜魚類＞　いかなご　あめ煮,25.6,0,35.8,2
353,＜魚類＞　いさき　生,17.2,0,0.1,2
354,＜魚類＞　いしだい　生,19.5,0,0,2
355,＜魚類＞　いとよりだい　生,18.1,0,0.1,2
356,＜魚類＞　いとよりだい　すり身,16.7,0,5.1,2
357,＜魚類＞　いぼだい　生,16.4,0,0,2
358,＜魚類＞　（いわし類）　うるめいわし　生,21.3,0,0.3,2
359,＜魚類＞　（いわし類）　うるめいわし　丸干し,45.0,0,0.3,2
360,＜魚類＞　（いわし類）　かたくちいわし　生,18.2,0,0.3,2
361,＜魚類＞　（いわし類）　かたくちいわし　煮干し,64.5,0,0.3,2
362,＜魚類＞　（いわし類）　かたくちいわし　田作り,66.6,0,0.3,2
363,＜魚類＞　（いわし類）　まいわし　生,19.2,0,0.2,2
364,＜魚類＞　（いわし類）　まいわし　水煮,22.4,0,0.2,2
365,＜魚類＞　（いわし類）　まいわし　焼き,25.3,0,0.2,2
366,＜魚類＞　（いわし類）　まいわし　フライ,20.0,0,0,2
367,＜魚類＞　（いわし類）　まいわし　塩いわし,16.8,0,0.4,2
368,＜魚類＞　（いわし類）　まいわし　生干し,20.6,0,1.1,2
369,＜魚類＞　（いわし類）　まいわし　丸干し,32.8,0,0.7,2
370,＜魚類＞　（いわし類）　めざし　生,18.2,0,0.5,2
371,＜魚類＞　（いわし類）　めざし　焼き,23.7,0,0.7,2
372,＜魚類＞　（いわし類）　しらす　生,15.0,0,0.1,2
373,＜魚類＞　（いわし類）　しらす　釜揚げしらす,17.6,0,0,2
374,＜魚類＞　（いわし類）　しらす干し　微乾燥品,24.5,0,0.1,2
375,＜魚類＞　（いわし類）　しらす干し　半乾燥品,40.5,0,0.5,2
376,＜魚類＞　（いわし類）　たたみいわし,75.1,0,0.7,2
377,＜魚類＞　（いわし類）　みりん干し　かたくちいわし,44.3,0,25,2
378,＜魚類＞　（いわし類）　みりん干し　まいわし,31.4,0,16.3,2
379,＜魚類＞　（いわし類）　缶詰　水煮,20.7,0,0.1,2
380,＜魚類＞　（いわし類）　缶詰　味付け,20.4,0,5.7,2
381,＜魚類＞　（いわし類）　缶詰　トマト漬,17.5,0,1.3,2
382,＜魚類＞　（いわし類）　缶詰　油漬,20.3,0,0.3,2
383,＜魚類＞　（いわし類）　缶詰　かば焼,16.2,0,9.3,2
384,＜魚類＞　（いわし類）　缶詰　アンチョビ,24.2,0,0.1,2
385,＜魚類＞　いわな　養殖　生,19.0,0,0.1,2
386,＜魚類＞　うぐい　生,20.1,0,0.2,2
387,＜魚類＞　うなぎ　養殖　生,17.1,0,0.3,2
388,＜魚類＞　うなぎ　きも　生,13.0,0,3.5,2
389,＜魚類＞　うなぎ　白焼き,20.7,0,0.1,2
390,＜魚類＞　うなぎ　かば焼,23.0,0,3.1,2
391,＜魚類＞　うまづらはぎ　生,18.2,0,0,2
392,＜魚類＞　うまづらはぎ　味付け開き干し,58.9,0,10.4,2
393,＜魚類＞　えい　生,19.1,0,0.1,2
394,＜魚類＞　えそ　生,20.1,0,0.1,2
395,＜魚類＞　おいかわ　生,19.2,0,0.1,2
396,＜魚類＞　おおさが　生,16.3,0,0.1,2
397,＜魚類＞　おこぜ　生,19.6,0,0.2,2
398,＜魚類＞　おひょう　生,19.9,0,0.1,2
399,＜魚類＞　かさご　生,19.3,0,0.1,2
400,＜魚類＞　かじか　生,15.0,0,0.2,2
401,＜魚類＞　かじか　水煮,15.8,0,0.2,2
402,＜魚類＞　かじか　つくだ煮,29.4,0,33.8,2
403,＜魚類＞　（かじき類）　くろかじき　生,22.9,0,0.1,2
404,＜魚類＞　（かじき類）　まかじき　生,23.1,0,0.1,2
405,＜魚類＞　（かじき類）　めかじき　生,19.2,0,0.1,2
406,＜魚類＞　（かじき類）　めかじき　焼き,27.5,0,0,2
407,＜魚類＞　（かつお類）　かつお　春獲り　生,25.8,0,0.1,2
408,＜魚類＞　（かつお類）　かつお　秋獲り　生,25.0,0,0.2,2
409,＜魚類＞　（かつお類）　そうだがつお　生,25.7,0,0.3,2
410,＜魚類＞　（かつお類）　加工品　なまり,29.8,0,0.4,2
411,＜魚類＞　（かつお類）　加工品　なまり節,38.0,0,0.5,2
412,＜魚類＞　（かつお類）　加工品　裸節,71.6,0,0.2,2
413,＜魚類＞　（かつお類）　加工品　かつお節,77.1,0,0.8,2
414,＜魚類＞　（かつお類）　加工品　削り節,75.7,0,0.4,2
415,＜魚類＞　（かつお類）　加工品　削り節つくだ煮,19.5,0,32.3,2
416,＜魚類＞　（かつお類）　加工品　角煮,31.0,0,21.4,2
417,＜魚類＞　（かつお類）　加工品　塩辛,12.0,0,0,2
418,＜魚類＞　（かつお類）　缶詰　味付け　フレーク,18.4,0,10.7,2
419,＜魚類＞　（かつお類）　缶詰　油漬　フレーク,18.8,0,0.1,2
420,＜魚類＞　かます　生,18.9,0,0.1,2
421,＜魚類＞　かます　焼き,23.3,0,0.1,2
422,＜魚類＞　（かれい類）　まがれい　生,19.6,0,0.1,2
423,＜魚類＞　（かれい類）　まがれい　水煮,21.4,0,0.1,2
424,＜魚類＞　（かれい類）　まがれい　焼き,23.4,0,0.1,2
425,＜魚類＞　（かれい類）　まこがれい　生,18.0,0,0.1,2
426,＜魚類＞　（かれい類）　まこがれい　焼き,28.5,0,0.2,2
427,＜魚類＞　（かれい類）　子持ちがれい　生,19.9,0,0.1,2
428,＜魚類＞　（かれい類）　子持ちがれい　水煮,22.3,0,0.1,2
429,＜魚類＞　（かれい類）　干しかれい,20.2,0,0,2
430,＜魚類＞　かわはぎ　生,18.8,0,0,2
431,＜魚類＞　かんぱち　三枚おろし　生,21.0,0,0.1,2
432,＜魚類＞　かんぱち　背側　生,22.2,0,0.1,2
433,＜魚類＞　きす　生,18.5,0,0,2
434,＜魚類＞　きす　天ぷら,18.4,0.7,7.1,2
435,＜魚類＞　きちじ　生,13.6,0,0,2
436,＜魚類＞　きびなご　生,18.8,0,0.1,2
437,＜魚類＞　きびなご　調味干し,47.9,0,0.5,2
438,＜魚類＞　キャビア　塩蔵品,26.2,0,1.1,2
439,＜魚類＞　キングクリップ　生,18.2,0,0,2
440,＜魚類＞　ぎんだら　生,13.6,0,0,2
441,＜魚類＞　ぎんだら　水煮,14.9,0,0,2
442,＜魚類＞　きんめだい　生,17.8,0,0.1,2
443,＜魚類＞　ぐち　生,18.0,0,0,2
444,＜魚類＞　ぐち　焼き,23.4,0,0,2
445,＜魚類＞　こい　養殖　生,17.7,0,0.2,2
446,＜魚類＞　こい　養殖　水煮,19.2,0,0.2,2
447,＜魚類＞　こい　養殖　内臓　生,9.0,0,1.3,2
448,＜魚類＞　（こち類）　まごち　生,22.5,0,0.2,2
449,＜魚類＞　（こち類）　めごち　生,17.1,0,0.1,2
450,＜魚類＞　このしろ　生,19.0,0,0.4,2
451,＜魚類＞　このしろ　甘酢漬,19.1,0,6.4,2
452,＜魚類＞　（さけ・ます類）　からふとます　生,21.7,0,0.1,2
453,＜魚類＞　（さけ・ます類）　からふとます　焼き,28.1,0,0.1,2
454,＜魚類＞　（さけ・ます類）　からふとます　塩ます,20.9,0,0.6,2
455,＜魚類＞　（さけ・ます類）　からふとます　水煮缶詰,20.7,0,0.1,2
456,＜魚類＞　（さけ・ます類）　ぎんざけ　養殖　生,19.6,0,0.3,2
457,＜魚類＞　（さけ・ます類）　ぎんざけ　養殖　焼き,25.2,0,0.4,2
458,＜魚類＞　（さけ・ます類）　さくらます　生,20.9,0,0.1,2
459,＜魚類＞　（さけ・ます類）　さくらます　焼き,28.4,0,0.1,2
460,＜魚類＞　（さけ・ます類）　しろさけ　生,22.3,0,0.1,2
461,＜魚類＞　（さけ・ます類）　しろさけ　水煮,25.5,0,0.1,2
462,＜魚類＞　（さけ・ます類）　しろさけ　焼き,29.1,0,0.1,2
463,＜魚類＞　（さけ・ます類）　しろさけ　新巻き　生,22.8,0,0.1,2
464,＜魚類＞　（さけ・ます類）　しろさけ　新巻き　焼き,29.3,0,0.1,2
465,＜魚類＞　（さけ・ます類）　しろさけ　塩ざけ,22.4,0,0.1,2
466,＜魚類＞　（さけ・ます類）　しろさけ　イクラ,32.6,0,0.2,2
467,＜魚類＞　（さけ・ます類）　しろさけ　すじこ,30.5,0,0.9,2
468,＜魚類＞　（さけ・ます類）　しろさけ　めふん,16.9,0,0.4,2
469,＜魚類＞　（さけ・ます類）　しろさけ　水煮缶詰,21.2,0,0.1,2
470,＜魚類＞　（さけ・ます類）　しろさけ　サケ節　削り節,77.4,0,0.2,2
471,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮つき　生,20.1,0,0.1,2
472,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮つき　水煮,22.5,0,0.1,2
473,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮つき　蒸し,23.8,0,0.1,2
474,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮つき　電子レンジ調理,22.9,0,0.1,2
475,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮つき　焼き,24.5,0,0.3,2
476,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮つき　ソテー,25.2,0,0.1,2
477,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮つき　天ぷら,21.0,0,0,2
478,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮なし　生,19.6,0,0.1,2
479,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮なし　水煮,22.7,0,0.1,2
480,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮なし　蒸し,23.2,0,0.1,2
481,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮なし　電子レンジ調理,22.7,0,0.1,2
482,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮なし　焼き,23.9,0,0.1,2
483,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮なし　ソテー,25.8,0,0.1,2
484,＜魚類＞　（さけ・ます類）　たいせいようさけ　養殖　皮なし　天ぷら,20.0,0,0,2
485,＜魚類＞　（さけ・ます類）　にじます　海面養殖　皮つき　生,21.4,0,0.1,2
486,＜魚類＞　（さけ・ます類）　にじます　海面養殖　皮なし　生,20.5,0,0.2,2
487,＜魚類＞　（さけ・ます類）　にじます　海面養殖　皮つき　焼き,27.2,0,0.4,2
488,＜魚類＞　（さけ・ます類）　にじます　淡水養殖　皮つき　生,19.7,0,0.1,2
489,＜魚類＞　（さけ・ます類）　べにざけ　生,22.5,0,0.1,2
490,＜魚類＞　（さけ・ます類）　べにざけ　焼き,28.5,0,0.1,2
491,＜魚類＞　（さけ・ます類）　べにざけ　くん製,25.7,0,0.1,2
492,＜魚類＞　（さけ・ます類）　ますのすけ　生,19.5,0,0,2
493,＜魚類＞　（さけ・ます類）　ますのすけ　焼き,26.4,0,0,2
494,＜魚類＞　（さば類）　まさば　生,20.6,0,0.3,2
495,＜魚類＞　（さば類）　まさば　水煮,22.6,0,0.3,2
496,＜魚類＞　（さば類）　まさば　焼き,25.2,0,0.4,2
497,＜魚類＞　（さば類）　まさば　フライ,20.0,0,0,2
498,＜魚類＞　（さば類）　ごまさば　生,23.0,0,0.3,2
499,＜魚類＞　（さば類）　ごまさば　水煮,24.8,0,0.2,2
500,＜魚類＞　（さば類）　ごまさば　焼き,31.1,0,0.3,2
501,＜魚類＞　（さば類）　ごまさば　さば節,73.9,0,0,2
502,＜魚類＞　（さば類）　たいせいようさば　生,17.2,0,0.4,2
503,＜魚類＞　（さば類）　たいせいようさば　水煮,18.6,0,0.4,2
504,＜魚類＞　（さば類）　たいせいようさば　焼き,21.8,0,0.5,2
505,＜魚類＞　（さば類）　加工品　塩さば,26.2,0,0.1,2
506,＜魚類＞　（さば類）　加工品　開き干し,18.7,0,0.2,2
507,＜魚類＞　（さば類）　加工品　しめさば,18.6,0,1.7,2
508,＜魚類＞　（さば類）　缶詰　水煮,20.9,0,0.2,2
509,＜魚類＞　（さば類）　缶詰　みそ煮,16.3,0,6.6,2
510,＜魚類＞　（さば類）　缶詰　味付け,21.4,0,4,2
511,＜魚類＞　（さめ類）　あぶらつのざめ　生,16.8,0,0,2
512,＜魚類＞　（さめ類）　よしきりざめ　生,18.9,0,0,2
513,＜魚類＞　（さめ類）　ふかひれ,83.9,0,0,2
514,＜魚類＞　さより　生,19.6,0,0,2
515,＜魚類＞　さわら　生,20.1,0,0.1,2
516,＜魚類＞　さわら　焼き,23.6,0,0.1,2
517,＜魚類＞　さんま　皮つき　生,18.1,0,0.1,2
518,＜魚類＞　さんま　皮なし　生,17.8,0,0.2,2
519,＜魚類＞　さんま　皮つき　焼き,23.3,0,0.2,2
520,＜魚類＞　さんま　開き干し,19.3,0,0.1,2
521,＜魚類＞　さんま　みりん干し,23.9,0,20.4,2
522,＜魚類＞　さんま　缶詰　味付け,18.9,0,5.6,2
523,＜魚類＞　さんま　缶詰　かば焼,17.4,0,9.7,2
524,＜魚類＞　しいら　生,21.3,0,0,2
525,＜魚類＞　（ししゃも類）　ししゃも　生干し　生,21.0,0,0.2,2
526,＜魚類＞　（ししゃも類）　ししゃも　生干し　焼き,24.3,0,0.2,2
527,＜魚類＞　（ししゃも類）　からふとししゃも　生干し　生,15.6,0,0.5,2
528,＜魚類＞　（ししゃも類）　からふとししゃも　生干し　焼き,18.2,0,0.6,2
529,＜魚類＞　したびらめ　生,19.2,0,0,2
530,＜魚類＞　しまあじ　養殖　生,21.9,0,0.1,2
531,＜魚類＞　しらうお　生,13.6,0,0.1,2
532,＜魚類＞　シルバー　生,18.6,0,0,2
533,＜魚類＞　すずき　生,19.8,0,0,2
534,＜魚類＞　（たい類）　きだい　生,18.6,0,0.2,2
535,＜魚類＞　（たい類）　くろだい　生,20.4,0,0.3,2
536,＜魚類＞　（たい類）　ちだい　生,19.4,0,0.1,2
537,＜魚類＞　（たい類）　まだい　天然　生,20.6,0,0.1,2
538,＜魚類＞　（たい類）　まだい　養殖　皮つき　生,20.9,0,0.1,2
539,＜魚類＞　（たい類）　まだい　養殖　皮つき　水煮,22.2,0,0.1,2
540,＜魚類＞　（たい類）　まだい　養殖　皮つき　焼き,22.7,0,0.1,2
541,＜魚類＞　（たい類）　まだい　養殖　皮なし　生,21.2,0,0.2,2
542,＜魚類＞　たかさご　生,20.2,0,0.1,2
543,＜魚類＞　たかべ　生,18.7,0,0,2
544,＜魚類＞　たちうお　生,16.5,0,0,2
545,＜魚類＞　（たら類）　すけとうだら　生,17.4,0,0.1,2
546,＜魚類＞　（たら類）　すけとうだら　フライ,19.2,0,0,2
547,＜魚類＞　（たら類）　すけとうだら　すり身,17.5,0,6.6,2
548,＜魚類＞　（たら類）　すけとうだら　すきみだら,40.5,0,0.1,2
549,＜魚類＞　（たら類）　すけとうだら　たらこ　生,24.0,0,0.4,2
550,＜魚類＞　（たら類）　すけとうだら　たらこ　焼き,28.3,0,0.5,2
551,＜魚類＞　（たら類）　すけとうだら　からしめんたいこ,21.0,0,3,2
552,＜魚類＞　（たら類）　まだら　生,17.6,0,0.1,2
553,＜魚類＞　（たら類）　まだら　焼き,25.2,0,0.2,2
554,＜魚類＞　（たら類）　まだら　しらこ　生,13.4,0,0.2,2
555,＜魚類＞　（たら類）　まだら　塩だら,15.2,0,0,2
556,＜魚類＞　（たら類）　まだら　干しだら,73.2,0,0.1,2
557,＜魚類＞　（たら類）　加工品　でんぶ,25.5,0,41.5,2
558,＜魚類＞　（たら類）　加工品　桜でんぶ,10.6,0,80.2,2
559,＜魚類＞　ちか　生,19.5,0,0,2
560,＜魚類＞　どじょう　生,16.1,0,0,2
561,＜魚類＞　どじょう　水煮,17.1,0,0,2
562,＜魚類＞　とびうお　生,21.0,0,0.1,2
563,＜魚類＞　とびうお　煮干し,80.0,0,0.1,2
564,＜魚類＞　とびうお　焼き干し,73.4,0,0.1,2
565,＜魚類＞　ナイルティラピア　生,19.8,0,0.2,2
566,＜魚類＞　なまず　生,18.4,0,0,2
567,＜魚類＞　にぎす　生,18.7,0,0.1,2
568,＜魚類＞　にしん　生,17.4,0,0.1,2
569,＜魚類＞　にしん　身欠きにしん,20.9,0,0.2,2
570,＜魚類＞　にしん　開き干し,18.5,0,0.2,2
571,＜魚類＞　にしん　くん製,23.1,0,0,2
572,＜魚類＞　にしん　かずのこ　生,25.2,0,0.2,2
573,＜魚類＞　にしん　かずのこ　乾,65.2,0,0.5,2
574,＜魚類＞　にしん　かずのこ　塩蔵　水戻し,15.0,0,0.6,2
575,＜魚類＞　はぜ　生,19.1,0,0.1,2
576,＜魚類＞　はぜ　つくだ煮,24.3,0,39.9,2
577,＜魚類＞　はぜ　甘露煮,21.1,0,40.3,2
578,＜魚類＞　はたはた　生,14.1,0,0,2
579,＜魚類＞　はたはた　生干し,16.7,0,0,2
580,＜魚類＞　はまふえふき　生,20.5,0,0.1,2
581,＜魚類＞　はも　生,22.3,0,0,2
582,＜魚類＞　ひらまさ　生,22.6,0,0.1,2
583,＜魚類＞　ひらめ　天然　生,20.0,0,0,2
584,＜魚類＞　ひらめ　養殖　皮つき　生,21.6,0,0,2
585,＜魚類＞　ひらめ　養殖　皮なし　生,21.2,0,0.1,2
586,＜魚類＞　（ふぐ類）　とらふぐ　養殖　生,19.3,0,0.2,2
587,＜魚類＞　（ふぐ類）　まふぐ　生,18.9,0,0,2
588,＜魚類＞　ふな　生,18.2,0,0.1,2
589,＜魚類＞　ふな　水煮,20.3,0,0.1,2
590,＜魚類＞　ふな　甘露煮,15.5,0,44.4,2
591,＜魚類＞　ふな　ふなずし,21.3,0,9.2,2
592,＜魚類＞　ぶり　成魚　生,21.4,0,0.3,2
593,＜魚類＞　ぶり　成魚　焼き,26.2,0,0.3,2
594,＜魚類＞　ぶり　はまち　養殖　皮つき　生,20.7,0,0.3,2
595,＜魚類＞　ぶり　はまち　養殖　皮なし　生,21.0,0,0.3,2
596,＜魚類＞　ほうぼう　生,19.6,0,0,2
597,＜魚類＞　ホキ　生,17.0,0,0,2
598,＜魚類＞　ほっけ　生,17.3,0,0.1,2
599,＜魚類＞　ほっけ　塩ほっけ,18.1,0,0.1,2
600,＜魚類＞　ほっけ　開き干し　生,20.6,0,0.1,2
601,＜魚類＞　ほっけ　開き干し　焼き,23.1,0,0.2,2
602,＜魚類＞　ぼら　生,19.2,0,0.1,2
603,＜魚類＞　ぼら　からすみ,40.4,0,0.3,2
604,＜魚類＞　ほんもろこ　生,17.5,0,0.1,2
605,＜魚類＞　（まぐろ類）　きはだ　生,24.3,0,0,2
606,＜魚類＞　（まぐろ類）　くろまぐろ　天然　赤身　生,26.4,0,0.1,2
607,＜魚類＞　（まぐろ類）　くろまぐろ　天然　脂身　生,20.1,0,0.1,2
608,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　生,24.8,0,0.3,2
609,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　水煮,27.2,0,0.3,2
610,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　蒸し,28.0,0,0.2,2
611,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　電子レンジ調理,30.4,0,0.3,2
612,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　焼き,29.0,0,0.3,2
613,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　ソテー,28.0,0,0.3,2
614,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　天ぷら,25.1,0,3.2,2
615,＜魚類＞　（まぐろ類）　びんなが　生,26.0,0,0.2,2
616,＜魚類＞　（まぐろ類）　みなみまぐろ　赤身　生,21.6,0,0.1,2
617,＜魚類＞　（まぐろ類）　みなみまぐろ　脂身　生,20.3,0,0.1,2
618,＜魚類＞　（まぐろ類）　めじまぐろ　生,25.2,0,0.1,2
619,＜魚類＞　（まぐろ類） めばち　赤身　生,25.4,0,0.3,2
620,＜魚類＞　（まぐろ類） めばち　脂身　生,23.9,0,0.4,2
621,＜魚類＞　（まぐろ類）　缶詰　水煮　フレーク　ライト,16.0,0,0.2,2
622,＜魚類＞　（まぐろ類）　缶詰　水煮　フレーク　ホワイト,18.3,0,0.4,2
623,＜魚類＞　（まぐろ類）　缶詰　味付け　フレーク,19.0,0,9.9,2
624,＜魚類＞　（まぐろ類）　缶詰　油漬　フレーク　ライト,17.7,0,0.1,2
625,＜魚類＞　（まぐろ類）　缶詰　油漬　フレーク　ホワイト,18.8,0,0.1,2
626,＜魚類＞　マジェランあいなめ　生,13.3,0,0.1,2
627,＜魚類＞　まながつお　生,17.1,0,0,2
628,＜魚類＞　みなみくろたち　生,21.7,0,0.1,2
629,＜魚類＞　みなみだら　生,16.4,0,0,2
630,＜魚類＞　むつ　生,16.7,0,0,2
631,＜魚類＞　むつ　水煮,22.2,0,0,2
632,＜魚類＞　めじな　生,19.4,0,0.1,2
633,＜魚類＞　めばる　生,18.1,0,0,2
634,＜魚類＞　メルルーサ　生,17.0,0,0,2
635,＜魚類＞　やつめうなぎ　生,15.8,0,0.2,2
636,＜魚類＞　やつめうなぎ　干しやつめ,50.3,0,0.5,2
637,＜魚類＞　やまめ　養殖　生,18.4,0,0.3,2
638,＜魚類＞　わかさぎ　生,14.4,0,0.1,2
639,＜魚類＞　わかさぎ　つくだ煮,28.7,0,38.2,2
640,＜魚類＞　わかさぎ　あめ煮,26.3,0,40.4,2
641,＜貝類＞　あかがい　生,13.5,0,3.5,2
642,＜貝類＞　あげまき　生,8.1,0,2,2
643,＜貝類＞　あさり　生,6.0,0,0.4,2
644,＜貝類＞　あさり　つくだ煮,20.8,0,30.1,2
645,＜貝類＞　あさり　缶詰　水煮,20.3,0,1.9,2
646,＜貝類＞　あさり　缶詰　味付け,16.6,0,11.5,2
647,＜貝類＞　あわび　くろあわび　生,14.3,0,3.6,2
648,＜貝類＞　あわび　まだかあわび　生,14.6,0,3.3,2
649,＜貝類＞　あわび　めがいあわび　生,12.2,0,6.8,2
650,＜貝類＞　あわび　干し,38.0,0,23.8,2
651,＜貝類＞　あわび　塩辛,14.8,0,1.4,2
652,＜貝類＞　あわび　水煮缶詰,19.4,0,1,2
653,＜貝類＞　いがい　生,10.3,0,3.2,2
654,＜貝類＞　いたやがい　養殖　生,10.8,0,1.5,2
655,＜貝類＞　エスカルゴ　水煮缶詰,16.5,0,0.8,2
656,＜貝類＞　かき　養殖　生,6.9,0,4.9,2
657,＜貝類＞　かき　養殖　水煮,9.9,0,7.1,2
658,＜貝類＞　かき　養殖　フライ,7.6,0,0,2
659,＜貝類＞　かき　くん製油漬缶詰,12.5,0,11.2,2
660,＜貝類＞　さざえ　生,19.4,0,0.8,2
661,＜貝類＞　さざえ　焼き,21.3,0,0.9,2
662,＜貝類＞　さるぼう　味付け缶詰,15.9,0,12.9,2
663,＜貝類＞　しじみ　生,7.5,0,4.5,2
664,＜貝類＞　しじみ　水煮,15.4,0,5.5,2
665,＜貝類＞　たいらがい　貝柱　生,21.8,0,1.5,2
666,＜貝類＞　たにし　生,13.0,0,3.6,2
667,＜貝類＞　つぶ　生,17.8,0,2.3,2
668,＜貝類＞　とこぶし　生,16.0,0,3,2
669,＜貝類＞　とりがい　斧足　生,12.9,0,6.9,2
670,＜貝類＞　ばい　生,16.3,0,3.1,2
